Name,Subtitle,Description,Categories,Google Maps URL,Closed Permanently,Closed Temporarily,Phone,Website,Address,Located In,Street,Neighborhood,City,State,Country Code,Postal Code,Latitude,Longitude,Compiled,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Total Score,Count,Five Stars,Four Stars,Three Stars,Two Stars,One Star,Scraped When,Search String,Search URL (Loaded),Search URL,Page Rank,Place ID,Google+ Code,CID,FID
Mikey’s Late Night Slice Food Truck,,,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Mikey%E2%80%99s%20Late%20Night%20Slice%20Food%20Truck&query_place_id=ChIJYx3JcsaPOIgRj9OEIOpMrYw,False,False,,,"424 W Town St, Columbus, OH 43215, United States",,424 W Town St,Franklinton,Columbus,Ohio,US,43215.0,39.9579927,-83.0115334,"Monday: 3 to 10 PM
Tuesday: Closed
Wednesday: Closed
Thursday: 3 to 10 PM
Friday: 3 PM to 12 AM
Saturday: 12 PM to 12 AM
Sunday: 12 to 8 PM",3 to 10 PM,Closed,Closed,3 to 10 PM,3 PM to 12 AM,12 PM to 12 AM,12 to 8 PM,3.4,9,4,1,1,1,2,2024-06-10T17:47:32.726Z,Food Truck,"https://www.google.com/maps/search/Food+Truck/@39.9702282,-83.0334912,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Food%20Truck/@39.97022821560144,-83.03349115800076,16z?hl=en",13,ChIJYx3JcsaPOIgRj9OEIOpMrYw,"XX5Q+59 Columbus, Ohio, USA",10136842904732488591,0x88388fc672c91d63:0x8cad4cea2084d38f
BIBIBOP Asian Grill,,,"Asian restaurant, Asian fusion restaurant",https://www.google.com/maps/search/?api=1&query=BIBIBOP%20Asian%20Grill&query_place_id=ChIJmbKCnLL1OIgRiVRCVXhggCY,False,False,+1 614-440-4424,https://order.bibibop.com/menu/polaris-mall/,"1500 Polaris Pkwy Suite 5, Columbus, OH 43240, United States",Polaris Fashion Place,1500 Polaris Pkwy Suite 5,Far North,Columbus,Ohio,US,43240.0,40.1461428,-82.980009,"Monday: 10 AM to 8 PM
Tuesday: 10 AM to 8 PM
Wednesday: 10 AM to 8 PM
Thursday: 10 AM to 8 PM
Friday: 10 AM to 8 PM
Saturday: 10 AM to 8 PM
Sunday: 11 AM to 6 PM",10 AM to 8 PM,10 AM to 8 PM,10 AM to 8 PM,10 AM to 8 PM,10 AM to 8 PM,10 AM to 8 PM,11 AM to 6 PM,4.5,53,40,6,2,1,4,2024-06-10T17:47:57.260Z,Fusion Cuisine,"https://www.google.com/maps/search/Fusion+Cuisine/@40.1015721,-83.0505893,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Fusion%20Cuisine/@40.10157205958684,-83.05058930120104,16z?hl=en",20,ChIJmbKCnLL1OIgRiVRCVXhggCY,"42W9+FX Columbus, Ohio, USA",2774323440402977929,0x8838f5b29c82b299:0x2680607855425489
Schmidt’s Sausage Haus Restaurant,,"Unpretentious, long-running German eatery in a historic livery stable with live oompah music.",German restaurant,https://www.google.com/maps/search/?api=1&query=Schmidt%E2%80%99s%20Sausage%20Haus%20Restaurant&query_place_id=ChIJSxrD_LKIOIgRMWthB-FQlm4,False,False,(614) 444-6808,https://www.schmidthaus.com/,"240 E Kossuth St, Columbus, OH 43206",,240 E Kossuth St,German Village,Columbus,Ohio,US,43206.0,39.9462694,-82.9909591,"Monday: 11 AM to 9 PM
Tuesday: 11 AM to 9 PM
Wednesday: 11 AM to 9 PM
Thursday: 11 AM to 9 PM
Friday: 11 AM to 10 PM
Saturday: 11 AM to 10 PM
Sunday: 11 AM to 9 PM",11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 9 PM,4.7,10609,8184,1673,468,143,141,2024-06-10T17:48:41.567Z,Generational neighborhood kitchen,"https://www.google.com/maps/search/Generational+neighborhood+kitchen/@39.9702282,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Generational%20neighborhood%20kitchen/@39.97022821560144,-83.01639301480047,16z?hl=en",1,ChIJSxrD_LKIOIgRMWthB-FQlm4,"W2W5+GJ Columbus, Ohio",7968645518100359985,0x883888b2fcc31a4b:0x6e9650e107616b31
Volunteers of America Thrift Store- West Broad Street,,,"Thrift store, Charity, Non-profit organization",https://www.google.com/maps/search/?api=1&query=Volunteers%20of%20America%20Thrift%20Store-%20West%20Broad%20Street&query_place_id=ChIJBUCbkqSQOIgREjDqNPMUdc4,False,False,(614) 870-8444,https://www.voaohin.org/central-ohio-thrift-stores/,"5640 W Broad St, Columbus, OH 43119",,5640 W Broad St,Westland,Columbus,Ohio,US,43119.0,39.9526586,-83.1500039,"Monday: 8 AM to 8 PM
Tuesday: 8 AM to 8 PM
Wednesday: 8 AM to 8 PM
Thursday: 8 AM to 8 PM
Friday: 8 AM to 8 PM
Saturday: 8 AM to 8 PM
Sunday: 11 AM to 6 PM",8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,11 AM to 6 PM,4.2,283,162,58,35,8,20,2024-06-10T17:49:18.380Z,Grill,"https://www.google.com/maps/search/Grill/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.9570938312029,-83.15317816040276,16z?hl=en",34,ChIJBUCbkqSQOIgREjDqNPMUdc4,"XR3X+3X Columbus, Ohio",14876819978885672978,0x883890a4929b4005:0xce7514f334ea3012
Griggs Reservoir Shelterhouse,,,Museum,https://www.google.com/maps/search/?api=1&query=Griggs%20Reservoir%20Shelterhouse&query_place_id=ChIJ4Slqqh2SOIgRjafH0T0WoCQ,False,False,,,"3442 Riverside Dr, Upper Arlington, OH 43221",,3442 Riverside Dr,West Scioto,Upper Arlington,Ohio,US,43221.0,40.0238419,-83.0925574,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,4.7,7,6,0,1,0,0,2024-06-10T17:49:18.436Z,Grill,"https://www.google.com/maps/search/Grill/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@40.0227657531956,-83.1018837308019,16z?hl=en",24,ChIJ4Slqqh2SOIgRjafH0T0WoCQ,"2WF4+GX Upper Arlington, Ohio",2639133836407449485,0x8838921daa6a29e1:0x24a0163dd1c7a78d
Short North Parking Garage,,,Parking garage,https://www.google.com/maps/search/?api=1&query=Short%20North%20Parking%20Garage&query_place_id=ChIJEUIEMVCPOIgR-32r8KiNaAo,False,False,,https://monthly.citrin.co/short-north-garage.html,"720 N Pearl St, Columbus, OH 43215",,720 N Pearl St,Short North Arts District,Columbus,Ohio,US,43215.0,39.9770879,-83.0027619,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,29,18,7,1,0,3,2024-06-10T17:49:19.552Z,Grill,"https://www.google.com/maps/search/Grill/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.98336259999998,-82.99929487160018,16z?hl=en",85,ChIJEUIEMVCPOIgR-32r8KiNaAo,"XXGW+RV Columbus, Ohio",750005094688980475,0x88388f5031044211:0xa688da8f0ab7dfb
Chipotle Mexican Grill,,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.","Mexican restaurant, Caterer, Fast food restaurant",https://www.google.com/maps/search/?api=1&query=Chipotle%20Mexican%20Grill&query_place_id=ChIJhxcUbAGNOIgR5svpLGLypz0,False,False,(614) 453-0083,https://locations.chipotle.com/oh/columbus/771-bethel-rd?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,"771 Bethel Rd, Columbus, OH 43214",Olentangy Plaza,771 Bethel Rd,Northwest,Columbus,Ohio,US,43214.0,40.0626042,-83.0411586,"Monday: 10:45 AM to 11 PM
Tuesday: 10:45 AM to 11 PM
Wednesday: 10:45 AM to 11 PM
Thursday: 10:45 AM to 11 PM
Friday: 10:45 AM to 11 PM
Saturday: 10:45 AM to 11 PM
Sunday: 10:45 AM to 11 PM",10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,3.5,856,341,189,81,40,205,2024-06-10T17:49:18.045Z,Grill,"https://www.google.com/maps/search/Grill/@40.0753033,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@40.07530329078976,-83.01639301480047,16z?hl=en",17,ChIJhxcUbAGNOIgR5svpLGLypz0,"3X75+2G Columbus, Ohio",4442786060898520038,0x88388d016c141787:0x3da7f2622ce9cbe6
Chili's Grill & Bar,,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"Restaurant, American restaurant, Bar, Bar & grill, Family restaurant, Hamburger restaurant, Mexican restaurant, Tex-Mex restaurant",https://www.google.com/maps/search/?api=1&query=Chili's%20Grill%20%26%20Bar&query_place_id=ChIJ9Y1vmOj1OIgRq2yibgo3_BE,False,False,(614) 220-0299,https://www.chilis.com/locations/us/ohio/columbus/polaris?utm_source=google&utm_medium=local&utm_campaign=Chilis,"1170 Gemini Pl, Columbus, OH 43240",,1170 Gemini Pl,Far North,Columbus,Ohio,US,43240.0,40.148756,-82.986311,"Monday: 11 AM to 10 PM
Tuesday: 11 AM to 10 PM
Wednesday: 11 AM to 10 PM
Thursday: 11 AM to 10 PM
Friday: 11 AM to 11 PM
Saturday: 11 AM to 11 PM
Sunday: 11 AM to 10 PM",11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 11 PM,11 AM to 11 PM,11 AM to 10 PM,4.1,797,442,162,85,35,73,2024-06-10T17:49:18.973Z,Grill,"https://www.google.com/maps/search/Grill/@40.1015721,-83.0505893,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@40.10157205958684,-83.05058930120104,16z?hl=en",19,ChIJ9Y1vmOj1OIgRq2yibgo3_BE,"42X7+GF Columbus, Ohio",1295971310721199275,0x8838f5e8986f8df5:0x11fc370a6ea26cab
Chipotle Mexican Grill,,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.","Mexican restaurant, Caterer, Fast food restaurant",https://www.google.com/maps/search/?api=1&query=Chipotle%20Mexican%20Grill&query_place_id=ChIJb_15C16aOIgRyJF5i2hrJp0,False,False,(614) 853-4245,https://locations.chipotle.com/oh/columbus/1528-georgesville-rd?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,"1528 Georgesville Rd, Columbus, OH 43228",,1528 Georgesville Rd,Westland,Columbus,Ohio,US,43228.0,39.9198349,-83.1263558,"Monday: 10:45 AM to 11 PM
Tuesday: 10:45 AM to 11 PM
Wednesday: 10:45 AM to 11 PM
Thursday: 10:45 AM to 11 PM
Friday: 10:45 AM to 11 PM
Saturday: 10:45 AM to 11 PM
Sunday: 10:45 AM to 11 PM",10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,3.6,1954,824,410,261,126,333,2024-06-10T17:49:19.057Z,Grill,"https://www.google.com/maps/search/Grill/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.9570938312029,-83.15317816040276,16z?hl=en",14,ChIJb_15C16aOIgRyJF5i2hrJp0,"WV9F+WF Columbus, Ohio",11323856409830461896,0x88389a5e0b79fd6f:0x9d266b688b7991c8
Chipotle Mexican Grill,,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.","Mexican restaurant, Caterer, Fast food restaurant",https://www.google.com/maps/search/?api=1&query=Chipotle%20Mexican%20Grill&query_place_id=ChIJr1d0WVZgOIgRwHaTejwAfUs,False,False,(614) 472-3720,https://locations.chipotle.com/oh/columbus/4750-morse-rd?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,"4750 Morse Rd, Columbus, OH 43230",,4750 Morse Rd,Trouville,Columbus,Ohio,US,43230.0,40.0559034,-82.8662139,"Monday: 10:45 AM to 11 PM
Tuesday: 10:45 AM to 11 PM
Wednesday: 10:45 AM to 11 PM
Thursday: 10:45 AM to 11 PM
Friday: 10:45 AM to 11 PM
Saturday: 10:45 AM to 11 PM
Sunday: 10:45 AM to 11 PM",10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,3.4,1021,379,221,98,63,260,2024-06-10T17:49:19.027Z,Grill,"https://www.google.com/maps/search/Grill/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@40.0884376751883,-82.84541158279761,16z?hl=en",17,ChIJr1d0WVZgOIgRwHaTejwAfUs,"344M+9G Columbus, Ohio",5439504184687949504,0x88386056597457af:0x4b7d003c7a9376c0
Montecristo salvadorean grill y bar,,,Salvadoran restaurant,https://www.google.com/maps/search/?api=1&query=Montecristo%20salvadorean%20grill%20y%20bar&query_place_id=ChIJIwOGP0-LOIgRO3NWy3lMIjY,False,False,(614) 820-1216,https://montecristosalvadoreangrillybaroh.com/,"2001 E Dublin Granville Rd, Columbus, OH 43229",,2001 E Dublin Granville Rd,Northland,Columbus,Ohio,US,43229.0,40.0859333,-82.9641083,"Monday: 7 AM to 9 PM
Tuesday: 7 AM to 9 PM
Wednesday: 7 AM to 9 PM
Thursday: 7 AM to 9 PM
Friday: 7 AM to 9 PM
Saturday: 7 AM to 9 PM
Sunday: 7 AM to 9 PM",7 AM to 9 PM,7 AM to 9 PM,7 AM to 9 PM,7 AM to 9 PM,7 AM to 9 PM,7 AM to 9 PM,7 AM to 9 PM,4.0,165,102,21,11,8,23,2024-06-10T17:49:18.989Z,Grill,"https://www.google.com/maps/search/Grill/@40.0753033,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@40.07530329078976,-83.01639301480047,16z?hl=en",19,ChIJIwOGP0-LOIgRO3NWy3lMIjY,"32PP+99 Columbus, Ohio",3900764313242465083,0x88388b4f3f860323:0x36224c79cb56733b
DOS SABORES MEXICAN GRILL AND CANTINA,,,"Mexican restaurant, Tex-Mex restaurant",https://www.google.com/maps/search/?api=1&query=DOS%20SABORES%20MEXICAN%20GRILL%20AND%20CANTINA&query_place_id=ChIJ2_QQS9yNOIgRWglHL7QiiDo,False,False,(614) 781-0713,https://www.do2sabores.com/,"6042 Huntley Rd, Columbus, OH 43229",Huntley Square,6042 Huntley Rd,Busch,Columbus,Ohio,US,43229.0,40.088474,-82.9970169,"Monday: 10 AM to 9 PM
Tuesday: 10 AM to 9 PM
Wednesday: 10 AM to 9 PM
Thursday: 10 AM to 9 PM
Friday: 10 AM to 10 PM
Saturday: 10 AM to 10 PM
Sunday: 10 AM to 9 PM",10 AM to 9 PM,10 AM to 9 PM,10 AM to 9 PM,10 AM to 9 PM,10 AM to 10 PM,10 AM to 10 PM,10 AM to 9 PM,4.4,440,294,80,23,16,27,2024-06-10T17:49:19.006Z,Grill,"https://www.google.com/maps/search/Grill/@40.0753033,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@40.07530329078976,-83.01639301480047,16z?hl=en",8,ChIJ2_QQS9yNOIgRWglHL7QiiDo,"32Q3+95 Columbus, Ohio",4217659208315111770,0x88388ddc4b10f4db:0x3a8822b42f47095a
Walgreens,,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",Drug store,https://www.google.com/maps/search/?api=1&query=Walgreens&query_place_id=ChIJPVEEa9uOOIgRyFuv8HvdkK0,False,False,(614) 456-1108,"https://www.walgreens.com/locator/community,+a+walgreens+pharmacy-114+w+3rd+ave-columbus-oh-43201/id=16422","Columbus, OH 43201",,,Victorian Village,Columbus,Ohio,US,,39.9842692,-83.0080752,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,,0,0,0,0,0,0,2024-06-10T17:49:24.688Z,Grill,"https://www.google.com/maps/search/Grill/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.98336259999998,-82.99929487160018,16z?hl=en",89,ChIJPVEEa9uOOIgRyFuv8HvdkK0,"XXMR+PQ Columbus, Ohio",12506739689596607432,0x88388edb6b04513d:0xad90dd7bf0af5bc8
New Albany Ace Hardware,,"Hardware store stocking household tools, garden supplies, home decor & more.","Hardware Shop, Home improvement shop, Paint shop, Tool Shop",https://www.google.com/maps/search/?api=1&query=New%20Albany%20Ace%20Hardware&query_place_id=ChIJp-7qqg5eOIgRm1xztQeZs_s,False,False,+1 614-855-9090,http://www.acehardware.com/store-details/16049?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=16049,"5595 New Albany Rd W, New Albany, OH 43054, United States",,5595 New Albany Rd W,Central College,New Albany,Ohio,US,43054.0,40.097875,-82.827248,"Monday: 7 AM to 8 PM
Tuesday: 7 AM to 8 PM
Wednesday: 7 AM to 8 PM
Thursday: 7 AM to 8 PM
Friday: 7 AM to 8 PM
Saturday: 7 AM to 8 PM
Sunday: 9 AM to 5 PM",7 AM to 8 PM,7 AM to 8 PM,7 AM to 8 PM,7 AM to 8 PM,7 AM to 8 PM,7 AM to 8 PM,9 AM to 5 PM,4.5,381,278,68,15,2,18,2024-06-10T17:49:26.936Z,Grill,"https://www.google.com/maps/search/Grill/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@40.0884376751883,-82.84541158279761,16z?hl=en",21,ChIJp-7qqg5eOIgRm1xztQeZs_s,"35XF+44 New Albany, Ohio, USA",18137008382739176603,0x88385e0eaaeaeea7:0xfbb39907b5735c9b
Schreiner Ace Hardware,,"Hardware store stocking household tools, garden supplies, home decor & more.","Hardware Shop, Home improvement shop, Paint shop, Tool Shop",https://www.google.com/maps/search/?api=1&query=Schreiner%20Ace%20Hardware&query_place_id=ChIJG0bkDliOOIgRnPhsIrVgkdk,False,False,+1 614-291-0820,http://schreinerhardware.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=15076,"1131 W 5th Ave, Columbus, OH 43212, United States",,1131 W 5th Ave,Fifth by Northwest,Columbus,Ohio,US,43212.0,39.9880924,-83.03653,"Monday: 8 AM to 7 PM
Tuesday: 8 AM to 7 PM
Wednesday: 8 AM to 7 PM
Thursday: 8 AM to 7 PM
Friday: 8 AM to 7 PM
Saturday: 8 AM to 6 PM
Sunday: 10 AM to 6 PM",8 AM to 7 PM,8 AM to 7 PM,8 AM to 7 PM,8 AM to 7 PM,8 AM to 7 PM,8 AM to 6 PM,10 AM to 6 PM,4.6,448,320,89,20,5,14,2024-06-10T17:49:26.949Z,Grill,"https://www.google.com/maps/search/Grill/@39.9439594,-83.0505893,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.94395944680436,-83.05058930120104,16z?hl=en",21,ChIJG0bkDliOOIgRnPhsIrVgkdk,"XXQ7+69 Columbus, Ohio, USA",15677418108936321180,0x88388e580ee4461b:0xd99160b5226cf89c
SP+ Parking,,,Parking Garage,https://www.google.com/maps/search/?api=1&query=SP%2B%20Parking&query_place_id=ChIJdzP6qouPOIgR4FkZEST2EQk,False,False,+1 614-224-1320,https://parking.com/columbus/,"30 E Hubbard Ave, Columbus, OH 43215, United States",,30 E Hubbard Ave,Italian Village,Columbus,Ohio,US,43215.0,39.9791765,-83.0030606,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,0,0,0,0,0,0,2024-06-10T17:49:27.878Z,Grill,"https://www.google.com/maps/search/Grill/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.98336259999998,-82.99929487160018,16z?hl=en",86,ChIJdzP6qouPOIgR4FkZEST2EQk,"XXHW+MQ Columbus, Ohio, USA",653574055711562208,0x88388f8baafa3377:0x911f624111959e0
Chipotle Mexican Grill,,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.","Mexican restaurant, Caterer, Fast food restaurant",https://www.google.com/maps/search/?api=1&query=Chipotle%20Mexican%20Grill&query_place_id=ChIJ8TZMs16MOIgR8rp4Td3FDXY,False,False,+1 614-263-5547,https://locations.chipotle.com/oh/columbus/4489-n-high-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,"4489 N High St, Columbus, OH 43214, United States",,4489 N High St,Clintonville,Columbus,Ohio,US,43214.0,40.0539625,-83.0202702,"Monday: 10:45 AM to 11 PM
Tuesday: 10:45 AM to 11 PM
Wednesday: 10:45 AM to 11 PM
Thursday: 10:45 AM to 11 PM
Friday: 10:45 AM to 11 PM
Saturday: 10:45 AM to 11 PM
Sunday: 10:45 AM to 11 PM",10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,10:45 AM to 11 PM,3.8,843,404,192,76,58,113,2024-06-10T17:49:26.486Z,Grill,"https://www.google.com/maps/search/Grill/@40.0753033,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@40.07530329078976,-83.01639301480047,16z?hl=en",20,ChIJ8TZMs16MOIgR8rp4Td3FDXY,"3X3H+HV Columbus, Ohio, USA",8506672825450937074,0x88388c5eb34c36f1:0x760dc5dd4d78baf2
Squire,,,Bar,https://www.google.com/maps/search/?api=1&query=Squire&query_place_id=ChIJu1MvdM6OOIgRDfMIHWa1uHM,False,False,,,"N 5th St, Columbus, OH 43201, United States",,N 5th St,Italian Village,Columbus,Ohio,US,43201.0,39.9867323,-82.9984764,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,,0,0,0,0,0,0,2024-06-10T17:49:30.453Z,Grill,"https://www.google.com/maps/search/Grill/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.98336259999998,-82.99929487160018,16z?hl=en",48,ChIJu1MvdM6OOIgRDfMIHWa1uHM,"X2P2+MJ Columbus, Ohio, USA",8338614160254890765,0x88388ece742f53bb:0x73b8b5661d08f30d
Chipotle Mexican Grill,,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.","Mexican restaurant, Caterer, Fast food restaurant",https://www.google.com/maps/search/?api=1&query=Chipotle%20Mexican%20Grill&query_place_id=ChIJucQs6biOOIgRzUcegH9u-KQ,False,False,+1 614-291-0274,https://locations.chipotle.com/oh/columbus/1726-n-high-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,"1726 N High St, Columbus, OH 43201, United States",,1726 N High St,University District,Columbus,Ohio,US,43201.0,39.9975349,-83.0073657,"Monday: 10:45 AM to 10 PM
Tuesday: 10:45 AM to 10 PM
Wednesday: 10:45 AM to 10 PM
Thursday: 10:45 AM to 10 PM
Friday: 10:45 AM to 10 PM
Saturday: 10:45 AM to 10 PM
Sunday: 10:45 AM to 10 PM",10:45 AM to 10 PM,10:45 AM to 10 PM,10:45 AM to 10 PM,10:45 AM to 10 PM,10:45 AM to 10 PM,10:45 AM to 10 PM,10:45 AM to 10 PM,3.9,649,314,164,61,27,83,2024-06-10T17:49:32.318Z,Grill,"https://www.google.com/maps/search/Grill/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.98336259999998,-82.99929487160018,16z?hl=en",16,ChIJucQs6biOOIgRzUcegH9u-KQ,"XXXV+23 Columbus, Ohio, USA",11887372710333794253,0x88388eb8e92cc4b9:0xa4f86e7f801e47cd
Exotic Latin Grill,,,"Latin American restaurant, Mexican restaurant, Taco restaurant",https://www.google.com/maps/search/?api=1&query=Exotic%20Latin%20Grill&query_place_id=ChIJvwDwNKiOOIgRERxrUlWLLkE,False,False,+1 614-733-1794,,"355 E Hudson St, Columbus, OH 43202, United States",,355 E Hudson St,Old North Columbus,Columbus,Ohio,US,43202.0,40.0147846,-83.0013944,"Monday: 11 AM to 1 am
Tuesday: 11 AM to 1 am
Wednesday: 11 AM to 1 am
Thursday: 11 AM to 1 am
Friday: 11 AM to 2 am
Saturday: 11 AM to 2 am
Sunday: 6 PM to 1 AM",11 AM to 1 am,11 AM to 1 am,11 AM to 1 am,11 AM to 1 am,11 AM to 2 am,11 AM to 2 am,6 PM to 1 AM,4.6,632,507,75,19,12,19,2024-06-10T17:49:38.668Z,Grill,"https://www.google.com/maps/search/Grill/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.98336259999998,-82.99929487160018,16z?hl=en",17,ChIJvwDwNKiOOIgRERxrUlWLLkE,"2X7X+WC Columbus, Ohio, USA",4696844659965238289,0x88388ea834f000bf:0x412e8b55526b1c11
Polaris Grill,,An elegant but comfortable setting offering a wide-ranging menu with some regional American dishes.,"American restaurant, French restaurant, Restaurant, Steak house",https://www.google.com/maps/search/?api=1&query=Polaris%20Grill&query_place_id=ChIJyza8hl70OIgRJ4UXA8XfjcQ,False,False,(614) 431-5598,http://polarisgrill.com/,"1835 Polaris Pkwy, Columbus, OH 43240",,1835 Polaris Pkwy,Far North,Columbus,Ohio,US,43240.0,40.1411872,-82.968627,"Monday: 11 AM to 10 PM
Tuesday: 11 AM to 10 PM
Wednesday: 11 AM to 10 PM
Thursday: 11 AM to 10 PM
Friday: 11 AM to 10 PM
Saturday: 11 AM to 10 PM
Sunday: 10 AM to 9 PM",11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,10 AM to 9 PM,4.5,1979,1365,393,137,48,36,2024-06-10T17:49:40.661Z,Grill,"https://www.google.com/maps/search/Grill/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@40.0884376751883,-82.84541158279761,16z?hl=en",15,ChIJyza8hl70OIgRJ4UXA8XfjcQ,"42RJ+FG Columbus, Ohio",14163222440403502375,0x8838f45e86bc36cb:0xc48ddfc503178527
CS Grill,,,Restaurant,https://www.google.com/maps/search/?api=1&query=CS%20Grill&query_place_id=ChIJ14udavOPOIgRldCnjKUHmz0,False,False,,,"1479 Worthington St, Columbus, OH 43201",Champs Market,1479 Worthington St,University District,Columbus,Ohio,US,43201.0,39.9918674,-83.0125151,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,,0,0,0,0,0,0,2024-06-10T17:49:40.677Z,Grill,"https://www.google.com/maps/search/Grill/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Grill/@39.98336259999998,-82.99929487160018,16z?hl=en",11,ChIJ14udavOPOIgRldCnjKUHmz0,"XXRP+PX Columbus, Ohio",4439150265314562197,0x88388ff36a9d8bd7:0x3d9b07a58ca7d095
